customerid,subscription_type,contract_length,usage_frequency,support_calls,payment_delay
54741,Standard,Monthly,5,8,30
54742,Standard,Quarterly,28,8,27
54743,Premium,Quarterly,19,5,24
54744,Basic,Monthly,23,6,22
54745,Standard,Annual,5,4,14
54746,Premium,Monthly,1,9,21
54747,Premium,Monthly,1,0,24
54748,Standard,Quarterly,4,5,19
54749,Standard,Monthly,30,4,29
54750,Premium,Annual,2,3,0
54751,Basic,Quarterly,9,8,24
54752,Premium,Monthly,11,6,23
54753,Premium,Annual,4,8,5
54754,Premium,Monthly,19,4,27
54755,Basic,Quarterly,13,6,25
54756,Standard,Annual,2,5,13
54757,Premium,Annual,26,9,27
54758,Standard,Monthly,27,10,21
54759,Standard,Quarterly,13,5,21
54760,Standard,Annual,2,7,10
54761,Basic,Annual,21,8,25
54762,Standard,Annual,24,7,29
54763,Premium,Monthly,9,4,27
54764,Premium,Monthly,12,1,29
54765,Standard,Quarterly,27,6,22
54766,Standard,Annual,22,10,18
54767,Standard,Annual,5,10,30
54768,Basic,Monthly,19,3,24
54769,Basic,Monthly,4,4,23
54770,Premium,Quarterly,9,8,22
54771,Premium,Quarterly,19,5,21
54772,Premium,Monthly,22,1,26
54773,Basic,Annual,28,10,26
54774,Basic,Annual,5,8,13
54775,Premium,Quarterly,2,6,23
54776,Basic,Annual,4,4,8
54777,Basic,Monthly,16,4,24
54778,Premium,Annual,10,7,24
54779,Premium,Quarterly,22,4,26
54780,Basic,Annual,15,6,23
54781,Basic,Quarterly,3,10,4
54782,Basic,Monthly,3,10,10
54783,Premium,Monthly,6,9,18
54784,Premium,Quarterly,4,7,8
54785,Standard,Monthly,1,7,23
54786,Standard,Quarterly,2,8,17
54787,Standard,Annual,22,9,30
54788,Premium,Monthly,2,7,24
54789,Standard,Monthly,10,8,24
54790,Basic,Annual,19,5,18
54791,Basic,Annual,2,6,30
54792,Premium,Monthly,16,2,29
54793,Standard,Annual,15,6,24
54794,Basic,Monthly,14,9,23
54795,Standard,Quarterly,27,2,29
54796,Basic,Monthly,14,2,21
54797,Basic,Annual,24,7,21
54798,Basic,Quarterly,13,6,28
54799,Standard,Annual,29,5,23
54800,Premium,Quarterly,28,7,18
54801,Standard,Quarterly,3,5,27
54802,Basic,Annual,3,10,23
54803,Premium,Annual,1,9,4
54804,Basic,Annual,8,10,25
54805,Standard,Monthly,7,8,16
54806,Basic,Quarterly,30,4,24
54807,Basic,Annual,18,10,23
54808,Standard,Monthly,21,8,23
54809,Premium,Quarterly,12,10,23
54810,Standard,Monthly,12,9,18
54811,Basic,Monthly,16,6,28
54812,Standard,Annual,2,4,12
54813,Basic,Monthly,11,9,25
54814,Basic,Annual,20,6,22
54815,Standard,Monthly,8,8,25
54816,Standard,Annual,9,0,24
54817,Basic,Monthly,13,7,22
54818,Standard,Quarterly,1,7,21
54819,Premium,Annual,8,5,22
54820,Premium,Annual,28,10,17
54821,Standard,Monthly,2,9,20
54822,Premium,Quarterly,24,6,23
54823,Premium,Quarterly,9,3,23
54824,Premium,Monthly,28,2,30
54825,Standard,Annual,29,6,24
54826,Basic,Quarterly,3,7,15
54827,Premium,Annual,7,5,28
54828,Standard,Monthly,23,8,30
54829,Standard,Monthly,4,0,23
54830,Standard,Annual,1,1,27
54831,Standard,Annual,2,5,25
54832,Standard,Monthly,15,7,28
54833,Basic,Monthly,17,6,25
54834,Premium,Annual,3,10,27
54835,Basic,Monthly,2,5,22
54836,Basic,Quarterly,1,7,14
54837,Basic,Quarterly,2,7,14
54838,Standard,Monthly,11,4,24
54839,Premium,Monthly,20,6,18
54840,Basic,Monthly,15,4,22
54841,Basic,Monthly,21,8,30
54842,Premium,Quarterly,16,6,29
54843,Premium,Monthly,11,6,23
54844,Basic,Annual,1,3,24
54845,Premium,Annual,10,10,25
54846,Basic,Monthly,3,10,18
54847,Premium,Annual,4,5,17
54848,Standard,Monthly,11,9,16
54849,Premium,Monthly,19,3,23
54850,Basic,Annual,3,8,17
54851,Basic,Annual,21,7,19
54852,Premium,Quarterly,1,8,16
54853,Basic,Annual,24,7,20
54854,Premium,Quarterly,1,9,30
54855,Premium,Quarterly,3,7,19
54856,Basic,Monthly,24,10,25
54857,Standard,Annual,23,5,25
54858,Standard,Quarterly,15,8,26
54859,Basic,Monthly,16,6,27
54860,Premium,Annual,20,8,17
54861,Premium,Monthly,14,9,22
54862,Premium,Quarterly,27,1,25
54863,Standard,Annual,2,0,17
54864,Standard,Annual,24,4,28
54865,Basic,Monthly,24,8,27
54866,Premium,Annual,15,8,24
54867,Standard,Monthly,7,3,27
54868,Basic,Quarterly,26,9,30
54869,Premium,Annual,6,5,21
54870,Standard,Annual,16,7,25
54871,Basic,Quarterly,27,8,21
54872,Premium,Annual,10,7,19
54873,Premium,Monthly,8,10,25
54874,Standard,Monthly,2,2,27
54875,Standard,Quarterly,30,8,26
54876,Standard,Quarterly,1,1,27
54877,Basic,Annual,6,2,23
54878,Standard,Annual,6,8,30
54879,Standard,Annual,1,8,10
54880,Standard,Quarterly,23,2,24
54881,Standard,Annual,1,8,27
54882,Premium,Annual,17,7,24
54883,Premium,Quarterly,29,10,30
54884,Basic,Monthly,10,2,30
54885,Basic,Monthly,29,0,26
54886,Basic,Annual,2,7,23
54887,Basic,Annual,17,6,17
54888,Basic,Annual,12,8,29
54889,Premium,Monthly,5,5,8
54890,Standard,Monthly,17,0,26
54891,Basic,Annual,25,6,28
54892,Premium,Monthly,10,10,19
54893,Premium,Annual,23,4,30
54894,Basic,Annual,28,3,28
54895,Standard,Quarterly,8,7,16
54896,Basic,Annual,23,10,24
54897,Premium,Monthly,15,7,25
54898,Basic,Quarterly,23,5,19
54899,Basic,Annual,1,9,19
54900,Premium,Annual,18,5,29
54901,Premium,Monthly,25,9,28
54902,Basic,Monthly,14,2,28
54903,Basic,Monthly,27,9,28
54904,Premium,Quarterly,3,10,8
54905,Standard,Monthly,5,10,27
54906,Premium,Monthly,28,1,22
54907,Premium,Annual,15,10,29
54908,Basic,Annual,13,7,22
54909,Basic,Monthly,30,3,22
54910,Premium,Quarterly,13,2,27
54911,Basic,Monthly,4,4,29
54912,Premium,Quarterly,29,7,18
54913,Standard,Annual,5,8,27
54914,Standard,Quarterly,7,8,20
54915,Standard,Monthly,26,4,23
54916,Standard,Annual,14,8,27
54917,Basic,Monthly,1,4,29
54918,Basic,Quarterly,6,8,18
54919,Standard,Monthly,21,7,25
54920,Basic,Annual,2,3,13
54921,Basic,Monthly,25,3,27
54922,Standard,Monthly,2,0,24
54923,Premium,Monthly,18,10,30
54924,Premium,Quarterly,4,8,21
54925,Basic,Annual,24,6,21
54926,Premium,Monthly,5,5,26
54927,Standard,Annual,19,7,22
54928,Standard,Quarterly,8,6,18
54929,Basic,Quarterly,12,7,29
54930,Basic,Quarterly,18,0,24
54931,Premium,Annual,1,5,19
54932,Premium,Quarterly,4,7,28
54933,Premium,Quarterly,19,10,25
54934,Basic,Quarterly,6,7,29
54935,Premium,Quarterly,11,9,21
54936,Basic,Quarterly,14,4,29
54937,Basic,Annual,24,7,28
54938,Standard,Monthly,4,1,29
54939,Basic,Monthly,30,10,23
54940,Standard,Quarterly,4,10,10
54941,Standard,Quarterly,21,6,21
54942,Standard,Quarterly,17,10,22
54943,Standard,Annual,29,6,27
54944,Standard,Monthly,4,5,12
54945,Standard,Monthly,30,10,21
54946,Premium,Annual,2,6,25
54947,Premium,Monthly,21,5,17
54948,Basic,Monthly,15,6,17
54949,Premium,Annual,3,5,18
54950,Standard,Quarterly,13,5,22
54951,Basic,Monthly,6,10,16
54952,Premium,Annual,2,3,11
54953,Standard,Quarterly,5,10,29
54954,Standard,Quarterly,1,10,27
54955,Premium,Monthly,26,7,30
54956,Premium,Quarterly,2,6,24
54957,Standard,Monthly,7,4,27
54958,Premium,Quarterly,27,8,26
54959,Premium,Annual,4,6,18
54960,Basic,Annual,2,1,8
54961,Basic,Annual,14,8,22
54962,Basic,Monthly,4,7,0
54963,Basic,Quarterly,13,5,23
54964,Basic,Annual,15,6,23
54965,Premium,Annual,9,9,23
54966,Standard,Quarterly,23,8,19
54967,Basic,Annual,23,6,25
54968,Standard,Annual,12,0,30
54969,Basic,Quarterly,20,9,21
54970,Basic,Monthly,5,9,3
54971,Premium,Monthly,27,0,29
54972,Premium,Monthly,5,7,8
54973,Premium,Annual,8,9,18
54974,Basic,Monthly,28,5,25
54975,Basic,Quarterly,12,10,28
54976,Standard,Monthly,3,4,0
54977,Premium,Monthly,22,6,26
54978,Basic,Annual,14,4,23
54979,Premium,Monthly,1,9,6
54980,Premium,Annual,26,10,29
54981,Standard,Monthly,24,9,23
54982,Standard,Annual,30,2,21
54983,Standard,Monthly,26,1,24
54984,Standard,Monthly,29,10,16
54985,Standard,Annual,19,8,28
54986,Premium,Quarterly,17,9,18
54987,Premium,Monthly,19,3,23
54988,Basic,Monthly,17,7,20
54989,Premium,Quarterly,15,10,30
54990,Premium,Annual,24,8,26
54991,Basic,Monthly,4,9,23
54992,Standard,Quarterly,5,5,24
54993,Premium,Monthly,28,10,22
54994,Standard,Annual,2,10,30
54995,Basic,Annual,11,9,22
54996,Premium,Quarterly,9,9,17
54997,Basic,Quarterly,10,9,21
54998,Standard,Monthly,15,10,27
54999,Basic,Monthly,5,9,14
55000,Standard,Monthly,24,10,29
55001,Standard,Annual,4,9,12
55002,Basic,Monthly,12,5,27
55003,Basic,Monthly,23,0,26
55004,Basic,Annual,18,7,21
55005,Premium,Monthly,29,1,21
55006,Premium,Annual,2,10,29
55007,Standard,Monthly,15,5,19
55008,Basic,Annual,28,8,27
55009,Standard,Monthly,14,5,28
55010,Premium,Monthly,6,6,17
55011,Premium,Monthly,17,9,25
55012,Basic,Monthly,4,6,22
55013,Standard,Monthly,22,8,25
55014,Premium,Quarterly,26,9,22
55015,Standard,Annual,10,10,26
55016,Standard,Annual,10,0,27
55017,Premium,Quarterly,12,8,27
55018,Basic,Annual,1,7,10
55019,Standard,Monthly,11,9,27
55020,Standard,Quarterly,7,9,28
55021,Premium,Quarterly,21,10,25
55022,Standard,Quarterly,25,7,27
55023,Premium,Annual,18,7,20
55024,Standard,Quarterly,23,7,24
55025,Basic,Quarterly,3,9,5
55026,Basic,Monthly,2,0,29
55027,Basic,Annual,1,10,18
55028,Premium,Quarterly,28,10,22
55029,Basic,Monthly,11,3,21
55030,Premium,Annual,4,0,28
55031,Premium,Monthly,20,4,29
55032,Premium,Annual,28,1,27
55033,Standard,Annual,29,8,26
55034,Standard,Annual,9,8,28
55035,Standard,Monthly,11,10,30
55036,Standard,Monthly,6,10,27
55037,Standard,Monthly,26,9,19
55038,Premium,Monthly,19,7,18
55039,Standard,Monthly,27,7,27
55040,Premium,Quarterly,5,6,28
55041,Basic,Monthly,3,6,24
55042,Premium,Annual,1,6,10
55043,Basic,Monthly,4,10,21
55044,Standard,Annual,18,6,23
55045,Premium,Monthly,8,8,29
55046,Standard,Annual,27,5,27
55047,Standard,Monthly,1,9,30
55048,Premium,Monthly,8,8,22
55049,Basic,Quarterly,27,10,27
55050,Premium,Annual,1,4,23
55051,Premium,Monthly,13,9,26
55052,Standard,Annual,19,10,16
55053,Premium,Monthly,24,2,25
55054,Basic,Quarterly,4,0,25
55055,Standard,Annual,27,5,27
55056,Premium,Annual,2,1,16
55057,Premium,Annual,6,3,21
55058,Premium,Monthly,15,3,27
55059,Basic,Annual,2,2,14
55060,Basic,Quarterly,13,7,22
55061,Standard,Monthly,8,5,24
55062,Premium,Quarterly,4,10,7
55063,Standard,Monthly,1,6,18
55064,Basic,Annual,1,6,17
55065,Standard,Annual,26,9,18
55066,Standard,Annual,2,2,27
55067,Premium,Monthly,18,5,19
55068,Standard,Quarterly,11,7,22
55069,Standard,Annual,8,10,24
55070,Standard,Quarterly,4,6,17
55071,Standard,Monthly,25,4,26
55072,Basic,Quarterly,1,7,27
55073,Basic,Monthly,10,1,28
55074,Basic,Monthly,3,10,20
55075,Premium,Annual,3,9,18
55076,Premium,Quarterly,3,7,19
55077,Premium,Monthly,15,4,23
55078,Premium,Monthly,24,5,25
55079,Standard,Monthly,28,0,26
55080,Standard,Quarterly,15,7,29
55081,Standard,Monthly,28,4,21
55082,Standard,Annual,30,10,16
55083,Standard,Quarterly,14,6,17
55084,Standard,Monthly,30,10,25
55085,Standard,Quarterly,16,10,21
55086,Premium,Monthly,26,10,23
55087,Premium,Monthly,1,6,19
55088,Premium,Monthly,24,8,29
55089,Basic,Monthly,2,1,21
55090,Standard,Monthly,30,10,23
55091,Premium,Quarterly,13,10,19
55092,Standard,Monthly,14,7,19
55093,Premium,Annual,2,9,14
55094,Premium,Monthly,9,7,28
55095,Standard,Quarterly,26,8,19
55096,Basic,Annual,7,10,30
55097,Basic,Monthly,2,9,27
55098,Premium,Quarterly,4,6,13
55099,Premium,Monthly,3,8,6
55100,Premium,Annual,2,5,17
55101,Standard,Monthly,6,5,22
55102,Basic,Monthly,27,5,26
55103,Standard,Annual,4,10,21
55104,Standard,Quarterly,26,6,24
55105,Premium,Monthly,21,9,21
55106,Premium,Annual,28,2,23
55107,Standard,Monthly,7,6,22
55108,Premium,Quarterly,26,8,21
55109,Standard,Quarterly,10,7,28
55110,Basic,Annual,18,10,30
55111,Standard,Annual,2,8,18
55112,Basic,Quarterly,18,8,25
55113,Premium,Quarterly,21,9,30
55114,Basic,Monthly,16,5,24
55115,Standard,Quarterly,11,4,22
55116,Premium,Quarterly,17,8,25
55117,Basic,Quarterly,7,10,30
55118,Premium,Quarterly,18,5,18
55119,Standard,Quarterly,29,8,27
55120,Premium,Monthly,30,2,25
55121,Premium,Monthly,20,10,17
55122,Premium,Annual,1,6,7
55123,Premium,Annual,5,8,26
55124,Standard,Quarterly,20,8,22
55125,Standard,Annual,1,7,11
55126,Premium,Quarterly,16,9,23
55127,Standard,Quarterly,6,9,17
55128,Basic,Monthly,15,5,25
55129,Standard,Monthly,9,8,17
55130,Basic,Monthly,29,8,30
55131,Basic,Quarterly,16,7,21
55132,Standard,Monthly,4,10,0
55133,Standard,Monthly,16,9,25
55134,Basic,Monthly,2,7,22
55135,Basic,Monthly,4,6,30
55136,Standard,Quarterly,23,9,25
55137,Premium,Annual,24,2,22
55138,Basic,Monthly,26,6,19
55139,Basic,Quarterly,3,2,12
55140,Premium,Quarterly,15,8,18
55141,Basic,Monthly,6,8,26
55142,Standard,Annual,5,8,19
55143,Standard,Monthly,8,1,27
55144,Premium,Monthly,27,0,25
55145,Standard,Annual,4,7,22
55146,Standard,Quarterly,1,7,7
55147,Basic,Monthly,3,8,30
55148,Premium,Monthly,7,8,24
55149,Standard,Monthly,7,10,26
55150,Basic,Monthly,17,3,26
55151,Standard,Quarterly,24,9,30
55152,Standard,Annual,17,7,19
55153,Standard,Quarterly,4,7,25
55154,Premium,Quarterly,22,9,24
55155,Basic,Monthly,9,7,30
55156,Basic,Monthly,23,6,24
55157,Standard,Quarterly,5,7,1
55158,Standard,Monthly,2,9,7
55159,Standard,Annual,2,9,10
55160,Standard,Annual,16,1,24
55161,Basic,Annual,8,3,25
55162,Basic,Quarterly,1,10,21
55163,Standard,Quarterly,25,5,23
55164,Premium,Monthly,14,5,24
55165,Basic,Quarterly,2,8,21
55166,Standard,Monthly,21,7,21
55167,Standard,Monthly,8,6,18
55168,Standard,Monthly,17,10,25
55169,Basic,Monthly,19,9,22
55170,Basic,Annual,10,7,19
55171,Basic,Annual,8,8,23
55172,Premium,Monthly,13,6,30
55173,Premium,Annual,6,9,25
55174,Standard,Monthly,16,5,17
55175,Standard,Quarterly,15,5,17
55176,Standard,Monthly,10,3,26
55177,Premium,Quarterly,9,1,27
55178,Standard,Monthly,20,3,23
55179,Standard,Annual,24,7,26
55180,Basic,Monthly,9,10,27
55181,Basic,Quarterly,29,7,26
55182,Standard,Monthly,28,7,29
55183,Standard,Monthly,1,5,7
55184,Basic,Monthly,8,10,23
55185,Basic,Monthly,25,9,25
55186,Premium,Annual,23,9,22
55187,Standard,Monthly,17,9,24
55188,Premium,Monthly,30,10,26
55189,Basic,Monthly,21,10,20
55190,Standard,Annual,25,5,22
55191,Premium,Annual,6,3,23
55192,Premium,Monthly,12,10,28
55193,Basic,Annual,12,8,28
55194,Standard,Monthly,15,1,21
55195,Standard,Annual,10,6,23
55196,Basic,Annual,11,4,21
55197,Standard,Quarterly,11,7,27
55198,Standard,Annual,17,9,26
55199,Basic,Quarterly,20,0,23
55200,Basic,Quarterly,20,8,26
55201,Standard,Annual,1,1,13
55202,Basic,Annual,20,10,21
55203,Premium,Annual,25,4,29
55204,Premium,Annual,26,7,19
55205,Basic,Annual,22,10,20
55206,Basic,Quarterly,14,5,30
55207,Premium,Annual,21,0,24
55208,Standard,Quarterly,30,1,28
55209,Standard,Quarterly,25,7,17
55210,Standard,Quarterly,6,5,26
55211,Basic,Annual,25,8,16
55212,Standard,Annual,4,10,19
55213,Basic,Monthly,28,3,28
55214,Basic,Monthly,1,0,20
55215,Premium,Monthly,21,7,22
55216,Standard,Quarterly,13,8,27
55217,Premium,Quarterly,10,0,27
55218,Premium,Quarterly,25,6,25
55219,Premium,Annual,4,6,24
55220,Basic,Annual,27,7,27
55221,Standard,Annual,10,9,21
55222,Standard,Monthly,16,6,17
55223,Standard,Quarterly,29,7,26
55224,Premium,Annual,1,4,21
55225,Standard,Annual,20,1,29
55226,Premium,Annual,20,8,16
55227,Standard,Monthly,18,4,26
55228,Premium,Annual,5,9,14
55229,Standard,Quarterly,20,7,20
55230,Standard,Annual,27,10,30
55231,Standard,Monthly,20,10,16
55232,Basic,Monthly,18,3,23
55233,Standard,Quarterly,6,8,26
55234,Basic,Monthly,25,5,20
55235,Basic,Quarterly,21,7,22
55236,Standard,Annual,18,3,21
55237,Premium,Monthly,19,5,27
55238,Premium,Monthly,2,1,23
55239,Basic,Monthly,18,5,30
55240,Standard,Monthly,12,7,26
55241,Basic,Monthly,9,10,29
55242,Premium,Quarterly,9,6,21
55243,Basic,Monthly,22,8,30
55244,Basic,Quarterly,23,5,21
55245,Standard,Monthly,7,8,20
55246,Standard,Monthly,16,6,20
55247,Premium,Quarterly,25,8,28
55248,Standard,Quarterly,14,5,20
55249,Premium,Annual,30,6,29
55250,Standard,Quarterly,10,10,25
55251,Premium,Annual,5,2,30
55252,Premium,Monthly,5,7,18
55253,Basic,Annual,19,5,24
55254,Standard,Annual,18,10,22
55255,Standard,Annual,7,7,25
55256,Standard,Quarterly,18,5,19
55257,Basic,Quarterly,2,8,25
55258,Basic,Quarterly,27,0,26
55259,Premium,Annual,28,5,20
55260,Premium,Quarterly,2,6,15
55261,Standard,Quarterly,1,8,19
55262,Basic,Monthly,29,5,22
55263,Standard,Quarterly,30,8,24
55264,Premium,Monthly,27,7,16
55265,Basic,Annual,12,6,16
55266,Basic,Quarterly,1,8,20
55267,Basic,Annual,20,10,30
55268,Standard,Annual,19,9,23
55269,Standard,Quarterly,20,5,29
55270,Basic,Monthly,27,3,28
55271,Standard,Quarterly,6,8,28
55272,Premium,Quarterly,8,9,22
55273,Basic,Monthly,14,5,23
55274,Basic,Monthly,26,6,22
55275,Premium,Annual,3,7,17
55276,Premium,Quarterly,3,5,29
55277,Premium,Annual,8,2,27
55278,Standard,Annual,4,6,17
55279,Premium,Quarterly,17,9,22
55280,Basic,Monthly,6,4,26
55281,Standard,Quarterly,9,6,24
55282,Basic,Quarterly,6,6,21
55283,Standard,Monthly,29,6,28
55284,Standard,Quarterly,15,8,27
55285,Basic,Monthly,24,7,29
55286,Basic,Quarterly,16,8,21
55287,Basic,Annual,21,1,26
55288,Standard,Annual,5,4,12
55289,Premium,Monthly,29,9,20
55290,Premium,Monthly,17,5,29
55291,Premium,Annual,3,9,4
55292,Standard,Annual,13,5,30
55293,Premium,Annual,5,6,21
55294,Standard,Annual,1,5,14
55295,Standard,Quarterly,18,8,29
55296,Premium,Annual,4,6,20
55297,Standard,Annual,22,5,18
55298,Standard,Monthly,3,8,3
55299,Basic,Monthly,14,6,28
55300,Premium,Quarterly,17,3,26
55301,Basic,Quarterly,12,5,23
55302,Standard,Annual,21,5,21
55303,Basic,Annual,19,10,22
55304,Basic,Annual,7,10,16
55305,Basic,Monthly,14,5,28
55306,Premium,Quarterly,6,2,28
55307,Standard,Quarterly,11,10,25
55308,Premium,Monthly,16,10,30
55309,Standard,Monthly,30,10,24
55310,Premium,Annual,23,9,19
55311,Basic,Quarterly,4,7,30
55312,Premium,Quarterly,5,4,27
55313,Standard,Monthly,8,10,23
55314,Standard,Annual,22,5,28
55315,Basic,Monthly,11,3,27
55316,Standard,Monthly,21,5,25
55317,Premium,Monthly,12,4,28
55318,Premium,Annual,7,8,24
55319,Basic,Monthly,7,3,23
55320,Premium,Quarterly,1,5,22
55321,Basic,Annual,2,1,3
55322,Standard,Annual,3,4,23
55323,Basic,Annual,9,8,20
55324,Basic,Quarterly,13,8,27
55325,Basic,Monthly,8,8,19
55326,Standard,Monthly,4,2,28
55327,Standard,Annual,1,8,22
55328,Premium,Annual,2,8,9
55329,Basic,Annual,8,9,28
55330,Premium,Monthly,2,6,19
55331,Standard,Monthly,23,10,21
55332,Basic,Annual,13,7,27
55333,Basic,Quarterly,8,8,20
55334,Standard,Annual,27,8,17
55335,Standard,Quarterly,2,10,17
55336,Standard,Quarterly,22,4,23
55337,Premium,Monthly,23,5,18
55338,Premium,Monthly,28,5,26
55339,Standard,Monthly,27,9,21
55340,Standard,Monthly,3,8,12
55341,Basic,Quarterly,4,6,4
55342,Standard,Quarterly,16,5,25
55343,Basic,Quarterly,12,9,17
55344,Basic,Quarterly,28,5,22
55345,Basic,Monthly,1,1,30
55346,Premium,Quarterly,1,10,0
55347,Standard,Annual,18,0,22
55348,Basic,Quarterly,1,5,0
55349,Premium,Annual,29,9,16
55350,Premium,Monthly,20,8,24
55351,Standard,Annual,17,7,28
55352,Premium,Annual,30,6,19
55353,Premium,Monthly,3,6,21
55354,Standard,Quarterly,11,10,20
55355,Premium,Quarterly,24,5,26
55356,Premium,Quarterly,5,6,17
55357,Standard,Annual,23,9,30
55358,Basic,Quarterly,20,9,24
55359,Premium,Monthly,16,6,24
55360,Premium,Quarterly,2,9,21
55361,Basic,Annual,3,9,7
55362,Premium,Annual,25,9,22
55363,Basic,Monthly,15,6,19
55364,Standard,Quarterly,26,8,30
55365,Standard,Annual,24,8,17
55366,Standard,Monthly,17,1,23
55367,Basic,Monthly,21,0,30
55368,Basic,Annual,25,5,21
55369,Basic,Monthly,4,9,2
55370,Basic,Annual,5,7,1
55371,Basic,Quarterly,23,6,29
55372,Basic,Annual,30,8,29
55373,Premium,Annual,22,8,23
55374,Standard,Quarterly,22,10,28
55375,Basic,Annual,28,9,25
55376,Standard,Monthly,13,8,25
55377,Basic,Annual,14,5,26
55378,Premium,Annual,3,4,5
55379,Premium,Monthly,27,7,25
55380,Premium,Annual,3,10,17
55381,Premium,Monthly,1,3,29
55382,Standard,Monthly,17,5,21
55383,Standard,Monthly,4,10,17
55384,Premium,Monthly,25,5,21
55385,Basic,Annual,25,5,24
55386,Basic,Annual,3,8,23
55387,Premium,Monthly,29,4,27
55388,Basic,Monthly,23,2,27
55389,Standard,Annual,29,9,19
55390,Standard,Monthly,2,5,21
55391,Standard,Monthly,1,10,21
55392,Standard,Quarterly,4,4,14
55393,Premium,Monthly,29,5,18
55394,Basic,Monthly,24,4,28
55395,Premium,Monthly,20,6,22
55396,Standard,Quarterly,3,8,20
55397,Standard,Monthly,11,6,29
55398,Standard,Annual,5,8,27
55399,Premium,Monthly,3,10,0
55400,Basic,Quarterly,13,5,22
55401,Premium,Quarterly,19,5,17
55402,Basic,Quarterly,21,10,24
55403,Basic,Annual,5,6,12
55404,Premium,Monthly,13,9,21
55405,Premium,Annual,1,9,28
55406,Basic,Annual,3,6,11
55407,Standard,Monthly,21,1,25
55408,Basic,Monthly,4,1,29
55409,Basic,Quarterly,21,10,21
55410,Premium,Quarterly,2,10,30
55411,Premium,Monthly,12,7,23
55412,Standard,Monthly,14,2,29
55413,Basic,Monthly,5,4,18
55414,Basic,Quarterly,13,9,29
55415,Standard,Quarterly,2,4,19
55416,Premium,Annual,1,5,13
55417,Premium,Annual,25,5,20
55418,Premium,Annual,30,8,18
55419,Basic,Quarterly,4,2,24
55420,Premium,Monthly,15,1,27
55421,Standard,Quarterly,12,3,21
55422,Basic,Quarterly,29,6,18
55423,Basic,Quarterly,24,7,26
55424,Standard,Monthly,7,8,18
55425,Standard,Monthly,10,1,21
55426,Basic,Quarterly,13,10,27
55427,Standard,Monthly,12,10,29
55428,Standard,Annual,11,5,21
55429,Premium,Monthly,24,5,23
55430,Premium,Annual,21,7,26
55431,Basic,Quarterly,3,9,26
55432,Basic,Annual,9,5,23
55433,Premium,Quarterly,27,8,17
55434,Standard,Annual,1,4,25
55435,Premium,Annual,30,5,25
55436,Standard,Annual,19,8,21
55437,Premium,Monthly,5,10,24
55438,Basic,Monthly,16,7,30
55439,Basic,Monthly,12,2,29
55440,Basic,Annual,6,7,23
55441,Standard,Monthly,1,7,25
55442,Premium,Monthly,12,1,22
55443,Premium,Annual,2,2,1
55444,Standard,Annual,9,8,22
55445,Basic,Monthly,28,10,27
55446,Basic,Monthly,22,7,16
55447,Basic,Monthly,26,3,30
55448,Premium,Monthly,2,7,20
55449,Standard,Annual,24,1,30
55450,Premium,Monthly,18,8,28
55451,Standard,Annual,11,1,22
55452,Basic,Monthly,4,5,23
55453,Standard,Quarterly,6,6,20
55454,Basic,Quarterly,8,7,29
55455,Standard,Monthly,15,9,24
55456,Basic,Monthly,29,2,23
55457,Premium,Quarterly,4,9,25
55458,Basic,Annual,3,10,10
55459,Standard,Quarterly,30,10,28
55460,Premium,Monthly,18,6,21
55461,Basic,Quarterly,13,1,30
55462,Premium,Quarterly,1,7,18
55463,Standard,Annual,2,2,21
55464,Standard,Annual,6,2,22
55465,Premium,Annual,3,9,7
55466,Standard,Quarterly,23,8,24
55467,Basic,Quarterly,21,6,27
55468,Standard,Annual,4,4,15
55469,Standard,Annual,18,2,25
55470,Premium,Monthly,8,10,19
55471,Standard,Monthly,10,5,19
55472,Premium,Quarterly,19,8,23
55473,Basic,Annual,17,9,19
55474,Standard,Annual,9,9,16
55475,Premium,Monthly,26,9,20
55476,Premium,Monthly,15,5,20
55477,Standard,Annual,26,6,28
55478,Premium,Monthly,23,10,27
55479,Premium,Annual,8,10,26
55480,Basic,Annual,8,9,21
55481,Standard,Quarterly,19,7,19
55482,Standard,Annual,3,8,10
55483,Premium,Annual,28,8,29
55484,Standard,Quarterly,7,8,22
55485,Premium,Quarterly,7,6,18
55486,Premium,Monthly,8,5,19
55487,Premium,Annual,7,6,18
55488,Standard,Monthly,5,8,16
55489,Basic,Annual,11,9,23
55490,Premium,Quarterly,25,10,18
55491,Standard,Monthly,4,10,22
55492,Premium,Quarterly,23,8,22
55493,Basic,Monthly,24,6,22
55494,Premium,Monthly,21,1,22
55495,Basic,Monthly,13,4,24
55496,Premium,Annual,2,6,26
55497,Premium,Annual,27,9,25
55498,Standard,Monthly,27,0,28
55499,Standard,Quarterly,20,7,25
55500,Premium,Monthly,21,7,19
55501,Standard,Quarterly,28,6,28
55502,Premium,Monthly,14,5,28
55503,Basic,Annual,3,9,3
55504,Standard,Monthly,25,10,30
55505,Basic,Quarterly,28,4,21
55506,Standard,Quarterly,21,9,29
55507,Basic,Quarterly,28,10,25
55508,Standard,Monthly,11,5,17
55509,Basic,Annual,1,1,27
55510,Premium,Annual,30,5,23
55511,Standard,Monthly,7,6,21
55512,Standard,Quarterly,17,3,29
55513,Basic,Annual,19,7,26
55514,Premium,Annual,23,1,23
55515,Standard,Monthly,10,10,24
55516,Premium,Monthly,20,5,30
55517,Standard,Annual,5,10,21
55518,Standard,Annual,29,7,29
