customerid,tenure,total_spend,last_interaction
45645,23,230,24
45646,14,598,8
45647,7,499,8
45648,14,353,19
45649,55,553,12
45650,8,250,26
45651,17,355,11
45652,45,929,19
45653,54,432,12
45654,28,828,2
45655,51,693,29
45656,1,387,8
45657,34,697,1
45658,2,239,8
45659,23,475,8
45660,38,935,8
45661,60,590,17
45662,4,909,1
45663,52,331,23
45664,49,280,15
45665,51,315,7
45666,5,251,5
45667,60,236,7
45668,45,293,30
45669,16,547,14
45670,40,709,24
45671,22,903,26
45672,20,787,15
45673,6,486,10
45674,59,173,2
45675,30,126,13
45676,32,706,26
45677,45,766,20
45678,8,121,13
45679,42,193,10
45680,2,809,6
45681,18,462,29
45682,30,667,4
45683,15,838,12
45684,10,806,28
45685,47,194,24
45686,11,543,29
45687,28,666,2
45688,38,183,22
45689,1,115,26
45690,7,329,12
45691,10,243,7
45692,18,285,14
45693,1,288,28
45694,43,643,5
45695,1,104,9
45696,37,438,6
45697,32,621,21
45698,4,399,7
45699,59,726,5
45700,40,631,27
45701,41,234,12
45702,29,463,10
45703,5,562,29
45704,50,333,2
45705,45,274,8
45706,29,269,8
45707,36,735,16
45708,39,895,28
45709,44,700,14
45710,21,404,23
45711,41,126,29
45712,20,409,15
45713,28,233,29
45714,30,661,16
45715,29,232,7
45716,44,556,27
45717,14,167,13
45718,50,905,24
45719,37,285,7
45720,36,392,7
45721,52,817,9
45722,16,322,18
45723,42,492,25
45724,22,717,21
45725,29,280,24
45726,55,695,28
45727,57,792,14
45728,27,465,6
45729,19,171,3
45730,1,396,15
45731,37,789,4
45732,37,563,12
45733,48,488,9
45734,6,745,14
45735,52,272,28
45736,36,812,22
45737,6,373,2
45738,42,344,22
45739,55,111,20
45740,41,387,28
45741,1,806,21
45742,55,401,16
45743,21,892,18
45744,49,568,25
45745,49,106,3
45746,40,988,3
45747,38,327,20
45748,16,477,2
45749,54,674,23
45750,5,929,1
45751,6,912,4
45752,13,537,28
45753,1,456,11
45754,22,154,23
45755,57,462,10
45756,31,217,11
45757,46,380,12
45758,52,297,30
45759,26,156,8
45760,40,631,24
45761,46,145,13
45762,4,338,23
45763,49,775,13
45764,57,937,26
45765,60,838,28
45766,60,229,2
45767,44,684,23
45768,29,278,24
45769,28,233,13
45770,55,519,18
45771,8,679,30
45772,5,964,28
45773,25,448,6
45774,16,824,27
45775,45,554,9
45776,60,433,21
45777,45,349,3
45778,50,593,7
45779,59,421,10
45780,53,491,29
45781,26,272,7
45782,9,601,28
45783,18,324,1
45784,5,742,27
45785,40,184,15
45786,50,145,2
45787,27,935,22
45788,33,225,8
45789,23,481,22
45790,22,548,4
45791,2,924,25
45792,38,519,3
45793,26,904,3
45794,55,851,28
45795,46,187,17
45796,15,730,11
45797,10,106,27
45798,28,399,9
45799,10,252,27
45800,34,175,18
45801,51,381,11
45802,42,851,25
45803,28,769,29
45804,57,419,27
45805,7,387,29
45806,22,291,21
45807,38,551,4
45808,33,335,19
45809,19,522,9
45810,25,681,8
45811,60,951,1
45812,48,893,22
45813,23,215,12
45814,13,445,5
45815,45,115,6
45816,58,189,13
45817,37,342,24
45818,34,926,22
45819,49,747,22
45820,25,498,4
45821,32,333,3
45822,51,794,3
45823,24,376,27
45824,27,386,1
45825,13,389,16
45826,41,780,5
45827,30,520,6
45828,31,366,2
45829,30,497,15
45830,56,363,8
45831,30,806,6
45832,14,672,29
45833,31,745,1
45834,28,260,28
45835,41,527,1
45836,41,240,2
45837,9,145,15
45838,12,887,7
45839,34,432,26
45840,50,651,28
45841,27,555,4
45842,60,210,6
45843,47,788,18
45844,29,818,16
45845,55,913,24
45846,60,345,2
45847,57,309,30
45848,52,882,10
45849,41,951,23
45850,48,428,30
45851,52,609,2
45852,35,143,21
45853,46,921,22
45854,20,388,14
45855,48,512,28
45856,52,420,28
45857,4,767,11
45858,48,372,3
45859,50,385,18
45860,10,271,23
45861,30,601,11
45862,53,520,21
45863,34,372,8
45864,38,311,22
45865,46,447,6
45866,15,811,16
45867,35,124,10
45868,38,264,9
45869,54,196,15
45870,56,361,8
45871,27,504,10
45872,58,619,25
45873,49,162,11
45874,36,146,12
45875,48,577,14
45876,42,179,27
45877,36,587,29
45878,55,198,12
45879,12,256,24
45880,59,441,6
45881,34,601,10
45882,50,294,7
45883,29,335,28
45884,46,478,21
45885,27,990,17
45886,39,225,16
45887,51,845,7
45888,29,284,2
45889,31,214,11
45890,43,464,14
45891,27,775,30
45892,4,792,7
45893,32,565,11
45894,42,199,20
45895,26,233,14
45896,5,581,11
45897,42,128,24
45898,55,646,21
45899,47,121,25
45900,56,124,29
45901,2,318,19
45902,45,162,15
45903,38,382,6
45904,38,130,29
45905,58,222,26
45906,20,656,22
45907,44,864,27
45908,39,630,12
45909,39,241,18
45910,59,552,25
45911,52,196,28
45912,21,989,13
45913,40,805,20
45914,33,129,14
45915,42,207,6
45916,34,205,24
45917,57,459,28
45918,3,398,15
45919,27,832,1
45920,51,164,9
45921,45,779,2
45922,38,717,3
45923,55,833,27
45924,45,699,3
45925,30,865,21
45926,37,117,12
45927,17,873,21
45928,32,228,8
45929,53,560,15
45930,17,662,26
45931,6,301,10
45932,46,250,30
45933,30,399,20
45934,59,103,2
45935,41,944,28
45936,59,803,6
45937,50,615,18
45938,50,542,10
45939,26,649,28
45940,39,386,22
45941,46,332,13
45942,28,736,17
45943,17,285,13
45944,44,233,22
45945,22,293,7
45946,1,827,22
45947,45,659,12
45948,59,625,17
45949,43,571,23
45950,29,221,18
45951,8,391,15
45952,6,208,22
45953,40,222,27
45954,33,188,23
45955,48,670,15
45956,45,373,8
45957,33,238,20
45958,8,613,29
45959,53,236,9
45960,46,177,3
45961,55,506,7
45962,12,537,9
45963,29,376,13
45964,9,210,3
45965,5,481,1
45966,29,782,3
45967,39,929,13
45968,5,378,18
45969,25,768,4
45970,30,471,17
45971,49,947,22
45972,19,498,2
45973,51,795,24
45974,43,223,26
45975,26,420,3
45976,28,717,9
45977,44,258,21
45978,30,921,25
45979,40,693,19
45980,29,390,16
45981,32,152,11
45982,44,330,29
45983,35,625,23
45984,15,535,21
45985,48,759,2
45986,48,462,19
45987,15,781,13
45988,28,464,2
45989,11,764,12
45990,40,510,18
45991,10,552,22
45992,24,190,17
45993,28,449,10
45994,47,245,3
45995,55,305,19
45996,39,505,23
45997,40,596,8
45998,47,447,17
45999,29,251,26
46000,60,875,12
46001,40,704,29
46002,25,486,15
46003,25,230,14
46004,1,580,11
46005,60,204,19
46006,3,885,14
46007,44,571,29
46008,40,618,11
46009,47,102,24
46010,32,493,13
46011,26,844,23
46012,47,708,17
46013,27,431,1
46014,58,843,6
46015,28,818,22
46016,29,997,11
46017,1,450,5
46018,30,394,6
46019,48,448,10
46020,50,832,7
46021,57,238,19
46022,40,993,16
46023,41,959,30
46024,30,605,21
46025,42,179,28
46026,51,196,27
46027,53,409,28
46028,32,660,20
46029,49,192,30
46030,56,452,6
46031,9,138,24
46032,60,152,6
46033,16,284,6
46034,37,150,20
46035,30,573,13
46036,33,134,28
46037,49,787,12
46038,29,123,14
46039,10,209,14
46040,50,917,27
46041,49,330,12
46042,38,417,10
46043,41,893,29
46044,49,759,23
46045,37,710,29
46046,56,810,8
46047,52,871,16
46048,50,118,26
46049,12,204,27
46050,59,359,1
46051,45,506,17
46052,40,990,27
46053,55,573,3
46054,29,741,6
46055,50,262,16
46056,46,776,6
46057,50,116,15
46058,44,402,3
46059,39,512,30
46060,45,657,18
46061,55,829,10
46062,41,426,25
46063,41,648,11
46064,3,204,30
46065,57,290,6
46066,44,927,27
46067,38,187,10
46068,44,458,27
46069,27,560,15
46070,10,694,19
46071,24,638,8
46072,41,223,23
46073,47,136,22
46074,8,938,22
46075,3,822,25
46076,60,419,7
46077,16,212,2
46078,8,145,28
46079,49,425,1
46080,10,141,2
46081,44,728,10
46082,4,428,20
46083,38,721,11
46084,19,265,25
46085,39,140,8
46086,47,436,19
46087,55,982,16
46088,52,261,1
46089,2,451,13
46090,38,295,29
46091,25,581,19
46092,54,863,3
46093,51,936,18
46094,52,319,15
46095,60,814,12
46096,29,979,27
46097,57,689,10
46098,50,977,2
46099,35,318,21
46100,41,884,23
46101,45,319,30
46102,52,856,29
46103,48,632,23
46104,25,386,2
46105,11,121,5
46106,42,702,7
46107,36,536,29
46108,50,651,17
46109,56,291,13
46110,42,176,27
46111,45,538,28
46112,24,729,2
46113,48,738,30
46114,59,975,12
46115,1,297,28
46116,49,620,15
46117,24,242,10
46118,55,170,21
46119,8,389,16
46120,48,679,20
46121,1,220,2
46122,49,144,9
46123,27,232,24
46124,21,115,29
46125,38,387,30
46126,16,763,10
46127,32,508,27
46128,43,181,4
46129,56,622,25
46130,53,594,13
46131,17,431,29
46132,8,501,12
46133,33,104,2
46134,42,346,20
46135,53,883,27
46136,25,994,7
46137,56,534,7
46138,43,353,21
46139,59,499,27
46140,12,226,25
46141,60,240,28
46142,54,722,19
46143,26,973,27
46144,23,648,7
46145,38,823,17
46146,53,975,1
46147,18,263,9
46148,9,434,7
46149,35,435,13
46150,54,812,21
46151,33,989,21
46152,46,101,25
46153,27,426,1
46154,18,163,3
46155,47,926,9
46156,55,567,19
46157,30,849,3
46158,52,606,2
46159,31,612,17
46160,56,414,23
46161,45,647,29
46162,7,426,10
46163,23,116,7
46164,54,217,7
46165,54,417,27
46166,59,317,7
46167,21,351,12
46168,33,396,18
46169,53,932,8
46170,24,292,10
46171,18,501,10
46172,50,957,30
46173,39,369,11
46174,54,185,18
46175,9,817,21
46176,10,261,22
46177,29,770,18
46178,46,646,30
46179,60,518,3
46180,21,814,26
46181,53,724,5
46182,37,863,1
46183,50,206,18
46184,24,678,16
46185,45,991,14
46186,55,703,5
46187,57,640,25
46188,54,211,24
46189,24,429,9
46190,2,746,12
46191,10,767,15
46192,30,549,12
46193,32,536,22
46194,33,356,18
46195,11,310,15
46196,50,644,21
46197,24,550,3
46198,50,327,26
46199,37,168,7
46200,39,599,23
46201,59,147,10
46202,18,487,2
46203,26,516,5
46204,50,432,27
46205,51,676,27
46206,35,239,5
46207,5,972,17
46208,4,164,2
46209,48,131,17
46210,14,170,15
46211,13,274,12
46212,32,149,4
46213,28,667,9
46214,56,910,21
46215,50,205,27
46216,38,929,16
46217,29,453,10
46218,22,441,13
46219,12,272,19
46220,43,399,6
46221,26,889,29
46222,17,320,11
46223,37,436,21
46224,53,553,26
46225,49,529,26
46226,13,497,17
46227,52,378,6
46228,5,168,21
46229,19,540,23
46230,57,570,13
46231,42,735,7
46232,10,291,11
46233,38,181,1
46234,44,338,6
46235,32,371,22
46236,46,420,20
46237,26,868,2
46238,60,257,29
46239,47,441,19
46240,30,489,10
46241,49,845,29
46242,27,654,18
46243,54,852,14
46244,1,264,7
46245,11,386,5
46246,31,608,24
46247,5,299,18
46248,3,805,12
46249,52,529,11
46250,53,247,26
46251,49,917,23
46252,43,184,2
46253,24,889,15
46254,53,495,7
46255,34,629,27
46256,29,628,6
46257,53,722,9
46258,24,632,25
46259,42,307,14
46260,46,896,26
46261,32,892,18
46262,54,188,8
46263,26,719,4
46264,55,581,28
46265,34,803,13
46266,58,361,14
46267,36,628,14
46268,58,832,18
46269,35,729,2
46270,51,330,1
46271,17,336,8
46272,22,877,27
46273,30,677,29
46274,58,210,1
46275,35,684,20
46276,6,270,23
46277,6,803,17
46278,48,173,12
46279,35,561,25
46280,4,741,3
46281,26,809,14
46282,48,101,14
46283,17,493,6
46284,1,906,20
46285,27,382,7
46286,20,396,9
46287,8,113,8
46288,56,303,21
46289,49,187,8
46290,8,296,7
46291,13,139,4
46292,46,549,16
46293,50,301,25
46294,27,662,7
46295,39,361,10
46296,43,566,12
46297,28,403,28
46298,26,479,14
46299,40,235,15
46300,31,581,5
46301,48,107,2
46302,3,172,26
46303,13,293,1
46304,1,319,2
46305,42,180,30
46306,17,185,17
46307,34,623,16
46308,47,852,4
46309,54,274,23
46310,21,598,4
46311,58,696,24
46312,44,683,22
46313,37,287,7
46314,17,205,14
46315,42,223,20
46316,16,349,14
46317,45,816,8
46318,28,436,25
46319,50,261,11
46320,2,411,24
46321,55,132,27
46322,39,622,6
46323,49,526,15
46324,55,744,14
46325,49,806,8
46326,59,372,22
46327,33,247,10
46328,13,925,30
46329,28,657,1
46330,1,762,6
46331,57,925,12
46332,31,604,20
46333,59,832,2
46334,58,598,16
46335,20,589,2
46336,53,510,16
46337,25,927,5
46338,43,554,17
46339,43,731,6
46340,50,505,1
46341,46,113,7
46342,59,731,16
46343,46,398,21
46344,4,758,2
46345,47,687,14
46346,58,680,8
46347,58,679,21
46348,10,170,28
46349,49,912,9
46350,1,210,20
46351,36,664,20
46352,54,826,8
46353,39,804,24
46354,39,823,25
46355,4,589,2
46356,48,965,19
46357,6,240,20
46358,34,818,10
46359,54,376,14
46360,13,668,9
46361,15,385,4
46362,24,601,28
46363,53,539,19
46364,43,249,16
46365,21,278,8
46366,50,819,13
46367,24,834,6
46368,58,481,28
46369,22,557,25
46370,12,487,19
46371,40,913,23
46372,9,307,14
46373,58,120,18
46374,1,136,3
46375,37,974,19
46376,29,782,17
46377,36,167,22
46378,55,282,18
46379,34,698,12
46380,31,886,17
46381,44,236,30
46382,13,432,14
46383,29,522,12
46384,35,247,14
46385,30,791,4
46386,9,353,9
46387,48,285,17
46388,52,431,4
46389,9,416,29
46390,40,976,18
46391,60,563,3
46392,57,200,29
46393,32,704,10
46394,42,831,1
46395,38,512,9
46396,35,970,23
46397,55,705,30
46398,58,747,7
46399,57,946,27
46400,55,157,3
46401,38,732,22
46402,51,799,23
46403,52,135,26
46404,30,835,16
46405,26,310,22
46406,32,622,26
46407,8,664,5
46408,15,701,22
46409,2,246,13
46410,39,874,4
46411,12,219,16
46412,33,819,4
46413,57,793,4
46414,57,530,13
46415,50,325,9
46416,12,450,2
46417,47,550,25
46418,47,899,26
46419,47,282,9
46420,46,681,25
46421,39,828,26
46422,41,664,20
46423,57,109,11
46424,24,184,14
46425,42,462,19
46426,60,866,16
46427,40,376,27
46428,20,413,2
46429,47,973,13
46430,35,128,14
46431,24,151,27
46432,54,645,4
46433,33,300,17
46434,24,338,8
46435,50,846,26
46436,55,334,6
46437,43,492,28
46438,6,543,7
46439,45,571,23
46440,39,205,6
46441,25,583,26
46442,44,515,21
46443,10,600,13
46444,51,126,28
46445,26,837,9
46446,45,691,5
46447,51,946,30
46448,30,789,10
46449,39,928,26
46450,19,170,10
46451,34,107,1
46452,37,683,24
46453,52,926,8
46454,17,405,18
46455,26,527,3
46456,36,671,28
46457,46,327,23
46458,28,843,12
46459,53,145,20
46460,13,241,9
46461,29,816,29
46462,5,166,1
46463,40,343,6
46464,50,803,15
46465,33,141,11
46466,49,383,22
46467,38,588,30
46468,58,698,10
46469,44,717,29
46470,27,181,12
46471,54,656,6
46472,23,158,9
46473,40,311,16
46474,50,746,23
46475,44,169,9
46476,50,442,20
46477,56,944,28
46478,41,477,1
46479,32,272,8
46480,26,765,19
46481,33,979,15
46482,48,332,17
46483,49,451,25
46484,24,352,12
46485,25,330,24
46486,35,439,25
46487,7,453,1
46488,36,513,12
46489,47,136,19
46490,44,321,20
46491,35,171,7
46492,12,322,11
46493,1,490,22
46494,44,127,17
46495,29,204,26
46496,44,628,2
46497,49,809,18
46498,25,783,8
46499,28,750,7
46500,10,468,16
46501,17,769,1
46502,49,519,20
46503,47,469,6
46504,55,739,8
46505,50,335,11
46506,54,115,15
46507,42,560,30
46508,44,654,5
46509,57,818,25
46510,10,498,11
46511,27,316,24
46512,51,311,6
46513,43,673,19
46514,59,323,4
46515,11,754,23
46516,52,712,22
46517,36,286,19
46518,44,322,15
46519,37,448,11
46520,52,434,9
46521,10,881,17
46522,6,815,29
46523,33,948,3
46524,51,129,13
46525,13,542,29
46526,20,432,6
46527,31,496,14
46528,26,647,15
46529,39,188,20
46530,60,518,11
46531,59,545,24
46532,46,528,18
46533,23,136,15
46534,37,634,27
46535,51,185,30
46536,4,304,7
46537,26,237,28
46538,15,333,14
46539,44,605,16
46540,43,370,23
46541,10,431,23
46542,39,326,11
46543,26,223,15
46544,46,153,25
46545,47,481,28
46546,28,630,22
46547,29,189,17
46548,31,623,29
46549,11,281,22
46550,32,669,7
46551,58,616,7
46552,58,308,7
46553,25,266,18
46554,55,853,4
46555,47,170,2
46556,27,780,24
46557,55,123,15
46558,48,491,29
46559,43,367,9
46560,40,338,21
46561,42,684,23
46562,40,531,14
46563,40,259,22
46564,13,325,22
46565,50,923,2
46566,47,899,29
46567,28,779,1
46568,34,797,11
46569,26,916,17
46570,29,130,4
46571,54,870,4
46572,27,561,30
46573,54,251,29
46574,50,571,8
46575,43,171,2
46576,23,916,7
46577,33,498,29
46578,10,316,23
46579,28,259,30
46580,30,537,19
46581,28,216,16
46582,4,545,19
46583,35,684,27
46584,53,242,22
46585,59,837,13
46586,21,336,6
46587,52,210,17
46588,36,725,7
46589,14,115,30
46590,25,830,30
46591,48,277,21
46592,10,171,21
46593,44,208,19
46594,36,837,26
46595,41,877,27
46596,40,743,15
46597,7,145,11
46598,22,446,3
46599,26,659,10
46600,39,371,3
46601,17,231,3
46602,28,870,19
46603,3,100,7
46604,24,779,27
46605,39,381,11
46606,55,260,9
46607,31,840,8
46608,31,157,19
46609,25,470,4
46610,33,636,10
46611,5,641,9
46612,11,189,5
46613,46,334,6
46614,38,992,11
46615,1,654,24
46616,2,829,22
46617,54,504,17
46618,33,647,14
46619,57,195,1
46620,45,533,17
46621,39,943,17
46622,31,495,2
46623,54,720,3
46624,2,150,6
46625,59,502,4
46626,51,815,22
46627,44,498,12
46628,54,834,20
46629,38,294,3
46630,10,512,2
46631,52,677,14
46632,56,841,10
46633,15,259,20
46634,30,239,2
46635,56,138,26
46636,49,804,16
46637,11,128,13
46638,54,185,18
46639,30,701,28
46640,59,412,20
46641,42,685,25
46642,57,662,28
46643,35,251,8
46644,39,788,29
46645,51,523,13
46646,51,434,16
46647,49,376,10
46648,32,888,11
46649,28,288,22
46650,56,930,7
46651,36,338,9
46652,50,505,8
46653,39,765,6
46654,21,229,3
46655,53,869,2
46656,11,565,11
46657,44,526,15
46658,55,414,1
46659,22,227,15
46660,17,155,27
46661,57,882,21
46662,15,879,25
46663,60,424,25
46664,25,665,12
46665,26,544,7
46666,3,182,25
46667,53,253,29
46668,46,820,27
46669,50,313,17
46670,3,633,29
46671,40,530,10
46672,42,815,7
46673,48,165,11
46674,39,342,16
46675,40,279,29
46676,35,515,6
46677,26,789,19
46678,45,234,18
46679,25,817,3
46680,21,372,7
46681,24,832,2
46682,7,699,26
46683,30,997,26
46684,55,803,1
46685,57,618,16
46686,4,800,16
46687,14,652,15
46688,41,538,10
46689,36,753,10
46690,1,368,4
46691,25,388,25
46692,35,186,2
46693,34,278,22
46694,5,997,6
46695,28,810,2
46696,45,317,19
46697,35,115,19
46698,48,872,1
46699,57,227,15
46700,10,387,23
46701,32,452,19
46702,20,462,9
46703,34,814,6
46704,38,746,16
46705,49,292,21
46706,45,953,7
46707,34,562,17
46708,4,493,14
46709,27,196,18
46710,45,575,25
46711,32,393,24
46712,49,255,30
46713,25,336,15
46714,59,786,10
46715,51,462,3
46716,40,173,13
46717,30,383,3
46718,4,220,14
46719,49,493,10
46720,10,842,19
46721,45,437,27
46722,54,563,10
46723,36,937,8
46724,25,498,6
46725,58,726,17
46726,21,483,13
46727,16,636,23
46728,59,219,28
46729,8,441,8
46730,22,885,29
46731,42,723,18
46732,48,119,30
46733,17,443,16
46734,27,253,27
46735,4,914,30
46736,42,552,8
46737,40,625,9
46738,43,450,23
46739,5,465,27
46740,43,410,11
46741,52,820,12
46742,13,128,3
46743,2,196,17
46744,38,635,7
46745,35,396,25
46746,54,389,28
46747,40,789,8
46748,30,167,10
46749,38,288,28
46750,45,501,4
46751,55,796,9
46752,30,875,8
46753,58,633,29
46754,35,462,8
46755,6,575,9
46756,39,239,15
46757,10,995,29
46758,5,193,4
46759,34,421,6
46760,32,207,6
46761,58,535,9
46762,58,308,18
46763,5,480,28
46764,19,740,24
46765,5,203,15
46766,11,154,26
46767,27,490,11
46768,60,453,27
46769,8,798,1
46770,4,671,21
46771,36,241,17
46772,42,528,22
46773,4,478,12
46774,50,370,19
46775,49,405,18
46776,46,977,18
46777,30,728,29
46778,12,960,14
46779,32,297,14
46780,41,837,27
46781,55,566,29
46782,57,442,18
46783,58,415,7
46784,27,340,6
46785,49,857,11
46786,31,124,12
46787,60,674,21
46788,44,457,17
46789,6,711,4
46790,58,761,24
46791,1,760,17
46792,45,937,8
46793,8,365,5
46794,43,749,6
46795,29,907,23
46796,27,961,1
46797,37,946,13
46798,58,704,14
46799,4,377,13
46800,58,464,1
46801,58,872,1
46802,55,608,17
46803,44,460,20
46804,46,906,10
46805,53,687,10
46806,36,239,9
46807,15,147,6
46808,35,624,22
46809,30,253,22
46810,51,834,9
46811,39,167,20
46812,37,169,19
46813,30,284,9
46814,21,375,20
46815,26,820,17
46816,41,114,16
46817,60,450,21
46818,39,213,30
46819,46,810,12
46820,40,623,28
46821,36,580,29
46822,26,223,11
46823,21,112,12
46824,37,974,25
46825,8,806,14
46826,16,449,26
46827,51,879,2
46828,55,804,21
46829,41,886,5
46830,39,393,21
46831,50,114,8
46832,47,795,3
46833,49,891,15
46834,39,353,3
46835,43,615,11
46836,4,485,15
46837,17,923,29
46838,29,893,8
46839,22,485,23
46840,49,383,12
46841,13,195,15
46842,54,101,18
46843,45,404,30
46844,25,197,30
46845,46,904,6
46846,27,384,3
46847,46,597,12
46848,40,465,5
46849,25,389,17
46850,53,554,30
46851,19,445,27
46852,38,254,11
46853,39,147,6
46854,50,707,30
46855,35,878,6
46856,44,588,4
46857,14,295,19
46858,38,542,10
46859,5,657,10
46860,32,450,2
46861,46,649,3
46862,41,380,20
46863,25,681,19
46864,18,571,2
46865,59,492,12
46866,48,788,8
46867,3,896,20
46868,52,331,20
46869,46,882,12
46870,17,808,24
46871,34,863,1
46872,6,451,14
46873,31,274,17
46874,56,398,5
46875,40,498,25
46876,47,815,12
46877,52,497,15
46878,59,709,21
46879,41,158,5
46880,37,400,9
46881,45,620,28
46882,54,715,19
46883,4,566,10
46884,23,260,29
46885,26,721,23
46886,28,842,1
46887,23,150,9
46888,56,226,2
46889,44,906,4
46890,16,496,27
46891,30,154,19
46892,27,831,29
46893,31,949,20
46894,47,727,30
46895,59,164,26
46896,38,563,9
46897,36,971,9
46898,41,987,18
46899,17,357,2
46900,42,583,23
46901,22,710,22
46902,25,492,28
46903,38,825,26
46904,34,202,30
46905,37,245,9
46906,40,668,20
46907,47,333,4
46908,40,929,28
46909,18,106,22
46910,25,415,10
46911,36,933,14
46912,54,898,9
46913,36,280,10
46914,21,312,9
46915,53,508,19
46916,9,181,1
46917,45,878,11
46918,49,484,7
46919,57,121,23
46920,9,651,6
46921,42,228,9
46922,51,454,11
46923,49,777,16
46924,27,155,17
46925,27,396,28
46926,43,716,19
46927,44,227,25
46928,26,148,16
46929,46,943,24
46930,28,176,19
46931,7,278,3
46932,40,246,23
46933,42,707,9
46934,55,178,24
46935,24,913,7
46936,13,304,20
46937,12,271,6
46938,58,416,30
46939,35,591,27
46940,53,491,4
46941,51,583,21
46942,60,182,4
46943,50,798,17
46944,55,276,16
46945,27,321,29
46946,8,112,7
46947,53,578,27
46948,50,391,11
46949,45,468,14
46950,2,597,18
46951,34,322,2
46952,10,235,26
46953,26,888,2
46954,20,253,2
46955,24,116,25
46956,53,492,17
46957,25,860,5
46958,28,165,17
46959,30,790,24
46960,37,965,29
46961,43,465,17
46962,51,461,6
46963,47,314,15
46964,53,212,17
46965,59,534,3
46966,37,748,24
46967,52,513,6
46968,56,490,15
46969,34,241,30
46970,57,563,6
46971,48,516,1
46972,44,424,7
46973,3,299,6
46974,8,957,21
46975,39,582,17
46976,42,685,11
46977,46,872,21
46978,60,634,4
46979,38,370,26
46980,14,178,26
46981,50,710,16
46982,29,677,4
46983,46,209,7
46984,22,826,12
46985,30,173,1
46986,50,315,13
46987,39,587,9
46988,2,315,7
46989,20,834,6
46990,24,925,29
46991,37,130,22
46992,14,482,28
46993,38,179,2
46994,22,230,6
46995,30,525,23
46996,46,394,9
46997,7,999,12
46998,21,846,10
46999,46,876,14
47000,26,490,11
47001,37,411,30
47002,35,554,24
47003,33,632,27
47004,53,982,30
47005,14,420,21
47006,40,258,9
47007,31,248,7
47008,21,496,8
47009,60,956,18
47010,38,818,27
47011,49,640,11
47012,36,616,14
47013,20,511,6
47014,31,183,17
47015,52,261,10
47016,44,844,15
47017,36,908,11
47018,35,368,5
47019,40,209,9
47020,42,899,24
47021,43,615,9
47022,52,993,11
47023,37,546,13
47024,28,435,11
47025,47,374,9
47026,45,289,7
47027,4,332,26
47028,11,344,16
47029,49,140,7
47030,44,684,22
47031,32,376,17
47032,16,680,10
47033,46,458,9
47034,34,188,4
47035,16,414,19
47036,47,340,28
47037,31,388,19
47038,50,842,14
47039,30,165,17
47040,47,616,3
47041,20,314,23
47042,34,737,24
47043,27,983,20
47044,55,343,5
47045,31,526,16
47046,42,493,15
47047,49,256,6
47048,47,640,22
47049,54,805,13
47050,34,173,6
47051,5,989,28
47052,24,482,14
47053,54,172,11
47054,51,426,2
47055,12,118,30
47056,13,461,27
47057,31,500,30
47058,45,996,25
47059,49,978,3
47060,39,943,14
47061,45,637,9
47062,29,711,19
47063,11,873,11
47064,14,117,26
47065,50,413,7
47066,58,324,19
47067,29,681,26
47068,21,184,13
47069,60,431,28
47070,45,403,3
47071,6,809,26
47072,46,913,5
47073,21,879,7
47074,20,317,5
47075,54,411,2
47076,41,168,3
47077,46,478,2
47078,45,423,20
47079,6,224,17
47080,36,679,23
47081,51,300,26
47082,31,257,4
47083,54,376,22
47084,9,963,3
47085,39,420,26
47086,7,766,23
47087,35,900,23
47088,54,527,8
47089,44,347,25
47090,48,185,30
47091,30,343,20
47092,24,371,13
47093,53,666,8
47094,46,345,3
47095,11,969,25
47096,55,522,18
47097,13,883,19
47098,44,507,2
47099,10,740,26
47100,56,480,6
47101,40,659,12
47102,54,306,12
47103,56,133,20
47104,23,699,8
47105,31,875,29
47106,36,912,17
47107,51,799,21
47108,13,137,7
47109,41,878,30
47110,54,440,14
47111,47,292,2
47112,28,110,7
47113,49,615,1
47114,57,393,7
47115,26,785,27
47116,23,227,3
47117,49,365,5
47118,24,886,6
47119,27,399,21
47120,13,416,5
47121,41,146,5
47122,31,628,30
47123,34,972,9
47124,10,472,15
47125,41,636,8
47126,1,355,14
47127,58,468,3
47128,15,230,9
47129,8,717,15
47130,8,224,23
47131,28,500,7
47132,37,123,6
47133,60,643,2
47134,38,274,21
47135,46,188,11
47136,15,198,6
47137,35,173,7
47138,54,369,8
47139,42,693,1
47140,48,723,18
47141,28,179,7
47142,41,647,29
47143,45,466,21
47144,56,714,28
47145,34,247,30
47146,18,684,15
47147,50,487,19
47148,54,367,15
47149,26,870,26
47150,11,117,15
47151,35,325,20
47152,30,605,22
47153,56,907,2
47154,38,887,13
47155,27,473,3
47156,5,361,1
47157,53,358,5
47158,60,427,15
47159,48,270,19
47160,46,612,24
47161,52,216,13
47162,43,239,4
47163,53,420,24
47164,3,270,16
47165,47,231,25
47166,45,726,29
47167,5,883,4
47168,53,647,13
47169,34,225,13
47170,28,294,12
47171,6,623,22
47172,37,836,18
47173,31,604,14
47174,34,938,20
47175,14,821,3
47176,50,715,2
47177,18,623,6
47178,30,442,14
47179,35,360,21
47180,56,500,17
47181,57,363,8
47182,58,920,1
47183,50,483,5
47184,28,129,20
47185,51,773,2
47186,27,270,8
47187,12,613,7
47188,12,128,11
47189,24,546,14
47190,58,326,4
47191,41,652,27
47192,8,627,27
47193,30,868,15
47194,19,434,18
47195,41,996,20
47196,28,418,8
47197,31,468,7
